pecha_id,start,end_exclusive
I0FCFA88F,11456,11737
I0FCFA88F,13735,13858
I0FCFA88F,31751,31907
I0FCFA88F,34269,34514
I0FCFA88F,35757,35877
I0FCFA88F,41271,41356
I0FCFA88F,52325,52801
I0FCFA88F,74349,74588
I0FCFA88F,77719,77910
I0FCFA88F,89925,90239
I0FCFA88F,93929,94240
I0FCFA88F,107877,107938
I0FCFA88F,107976,108059
I0FCFA88F,113789,113986
I0FCFA88F,114238,114365
I0FCFA88F,114587,114752
I0FCFA88F,117323,117466
I0FCFA88F,118159,118283
I0FCFA88F,118332,118572
I0FCFA88F,118607,118840
I0FCFA88F,120147,122010
I0FCFA88F,122416,122715
I0FCFA88F,123301,123456
I0FCFA88F,123938,124201
I0FCFA88F,125058,125611
I0FCFA88F,135586,136010
I0FCFA88F,137236,138077
I0FCFA88F,138524,138660
I0FCFA88F,139552,139855
I0FCFA88F,140356,140446
I0FCFA88F,140516,140741
I0FCFA88F,141150,141375
I0FCFA88F,141742,141901
I0FCFA88F,142232,142380
I0FCFA88F,142668,143007
I0FCFA88F,143675,143904
I0FCFA88F,144524,144640
I0FCFA88F,144665,144784
I0FCFA88F,144815,144924
I0FCFA88F,145901,145993
I0FCFA88F,146015,146105
I0FCFA88F,146144,146290
I0FCFA88F,146341,146452
I0FCFA88F,149750,149809
I0FCFA88F,150043,150160
I0FCFA88F,150492,150844
I0FCFA88F,151515,151659
I0FCFA88F,152453,152568
I0FCFA88F,153043,153160
I0FCFA88F,153212,153298
I0FCFA88F,153441,153799
I0FCFA88F,154332,154520
I0FCFA88F,154881,155213
I0FCFA88F,155674,157240
I0FCFA88F,159545,159867
I0FCFA88F,160578,161100
I0FCFA88F,162361,162669
I0FCFA88F,164354,165737
I0FCFA88F,171009,171294
I0FCFA88F,174469,174625
I0FCFA88F,175506,175742
I0FCFA88F,175856,175972
I0FCFA88F,176279,176967
I0FCFA88F,177928,178222
I0FCFA88F,178617,179043
I0FCFA88F,179757,180096
I0FCFA88F,180798,181023
I0FCFA88F,181287,181411
I0FCFA88F,181508,181974
I0FCFA88F,182360,182459
I0FCFA88F,183023,183182
I0FCFA88F,183222,183285
I0FCFA88F,183348,183533
I0FCFA88F,183880,184114
I0FCFA88F,184667,184983
I0FCFA88F,186172,186425
I0FCFA88F,186967,187125
I0FCFA88F,187430,187731
I0FCFA88F,188449,188967
I0FCFA88F,190589,190897
I0FCFA88F,191547,191769
I0FCFA88F,192171,192461
I0FCFA88F,192956,193327
I0FCFA88F,194267,194695
I0FCFA88F,195851,196146
I0FCFA88F,196631,196751
I0FCFA88F,196810,196869
I0FCFA88F,197522,197729
I0FCFA88F,198218,198440
I0FCFA88F,199488,199756
I0FCFA88F,200190,200347
I0FCFA88F,200499,200610
I0FCFA88F,200727,200794
I0FCFA88F,201008,201114
I0FCFA88F,201794,201945
I0FCFA88F,202390,202657
I0FCFA88F,203376,203916
I0FCFA88F,204851,205148
I0FCFA88F,205658,205871
I0FCFA88F,206220,206338
I0FCFA88F,206552,206783
I0FCFA88F,207182,207544
I0FCFA88F,208662,208920
I0FCFA88F,209377,209856
I0FCFA88F,209945,210059
I0FCFA88F,210075,210178
I0FCFA88F,210214,210316
I0FCFA88F,210414,210635
I0FCFA88F,210733,210982
I0FCFA88F,211141,211219
I0FCFA88F,211290,211357
I0FCFA88F,211431,211547
I0FCFA88F,212238,212586
I0FCFA88F,213299,213606
I0FCFA88F,214122,214427
I0FCFA88F,214459,214568
I0FCFA88F,215111,215593
I0FCFA88F,216236,216576
I0FCFA88F,216641,216762
I0FCFA88F,216799,216850
I0FCFA88F,217652,217811
I0FCFA88F,218168,218326
I0FCFA88F,218635,218741
I0FCFA88F,218929,219119
I0FCFA88F,219395,219550
I0FCFA88F,219871,220234
I0FCFA88F,220960,221216
I0FCFA88F,221608,222003
I0FCFA88F,222679,223241
I0FCFA88F,223286,223340
I0FCFA88F,225057,225217
I0FCFA88F,225665,226144
I0FCFA88F,227181,227615
I0FCFA88F,228405,228526
I0FCFA88F,228858,229196
I0FCFA88F,229988,230482
I0FCFA88F,232139,232465
I0FCFA88F,233252,233440
I0FCFA88F,233991,234336
I0FCFA88F,235182,235324
I0FCFA88F,235710,235914
I0FCFA88F,236414,236891
I0FCFA88F,237366,237524
I0FCFA88F,237803,238829
I1637B774,1841,1883
I1637B774,2080,2107
I1637B774,2302,2333
I1637B774,2536,2543
I1637B774,2810,2814
I1637B774,2859,2864
I1637B774,2888,2893
I1637B774,2981,2985
I1637B774,3015,3026
I1637B774,3066,3075
I1637B774,3300,3308
I1637B774,3605,3614
I1637B774,3624,3629
I1637B774,3641,3654
I1637B774,3667,3678
I1637B774,3831,3845
I1637B774,3874,3882
I1637B774,3901,3905
I1637B774,3947,3954
I1637B774,3978,3989
I1637B774,3997,4007
I1637B774,4070,4096
I1637B774,4099,4103
I1637B774,4610,4625
I1637B774,4654,4665
I1637B774,4819,4827
I1637B774,4872,4881
I1637B774,4914,4927
I1637B774,4988,5010
I1637B774,5016,5027
I1637B774,5039,5043
I1637B774,5046,5052
I1637B774,5117,5126
I1637B774,5130,5133
I1637B774,5177,5183
I1637B774,5316,5324
I1637B774,5339,5344
I1637B774,5371,5380
I1637B774,5639,5643
I1637B774,5650,5655
I1637B774,5678,5683
I1637B774,5714,5717
I1637B774,5728,5751
I1637B774,5764,5772
I1637B774,5862,5873
I1637B774,6663,6677
I1637B774,6733,6743
I1637B774,6808,6819
I1637B774,6873,6877
I1637B774,6893,6912
I1637B774,7055,7059
I1637B774,7091,7103
I1637B774,7210,7217
I1637B774,7288,7298
I1637B774,7302,7315
I1637B774,7446,7454
I1637B774,7465,7479
I1637B774,7482,7488
I1637B774,7590,7593
I1637B774,7596,7609
I1637B774,7661,7667
I1637B774,7678,7684
I1637B774,7747,7754
I1637B774,7791,7794
I1637B774,7796,7806
I1637B774,7822,7827
I1637B774,7829,7834
I1637B774,7846,7865
I1637B774,7880,7884
I1637B774,7962,7976
I1637B774,8039,8049
I1637B774,8054,8059
I1637B774,8083,8087
I1637B774,8131,8135
I1637B774,8155,8157
I1637B774,8165,8173
I1637B774,8183,8185
I1637B774,8196,8201
I1637B774,8210,8223
I1637B774,8332,8339
I1637B774,8421,8425
I1637B774,8634,8642
I1637B774,8653,8657
I1637B774,8668,8677
I1637B774,8712,8718
I1637B774,8771,8776
I1637B774,9186,9188
I1637B774,9252,9259
I1637B774,9272,9275
I1637B774,9297,9310
I1637B774,9459,9469
I1637B774,9519,9527
I1637B774,9566,9575
I1637B774,9746,9751
I1637B774,9754,9762
I1637B774,9768,9771
I1637B774,9780,9783
I1637B774,9789,9796
I1637B774,9819,9830
I1637B774,9849,9852
I1637B774,10313,10343
I1637B774,10393,10410
I1637B774,10485,10491
I1637B774,10782,10804
I1637B774,10847,10855
I1637B774,10929,10933
I1637B774,10944,10948
I1637B774,10960,10966
I1637B774,10976,10983
I1637B774,11090,11122
I1637B774,11281,11286
I1637B774,11302,11305
I1637B774,11347,11353
I1637B774,11357,11361
I1637B774,11420,11429
I1637B774,11432,11449
I1637B774,11456,11476
I1637B774,11479,11486
I1637B774,11523,11526
I1637B774,11541,11548
I1637B774,11563,11571
I1637B774,11597,11601
I1637B774,11614,11619
I1637B774,11622,11626
I1637B774,12366,12371
I1637B774,12385,12405
I1637B774,12599,12621
I1637B774,12638,12644
I1637B774,12658,12663
I1637B774,12672,12675
I1637B774,12679,12684
I1637B774,12699,12707
I1637B774,12709,12714
I1637B774,12832,12846
I1637B774,12886,12913
I1637B774,12926,12943
I1637B774,12947,12951
I1637B774,13012,13022
I1637B774,13025,13029
I1637B774,13036,13044
I1637B774,13082,13089
I1637B774,13829,13836
I1637B774,13842,13850
I1637B774,13853,13866
I1637B774,13901,13907
I1637B774,13937,13951
I1637B774,13962,13973
I1637B774,13975,13979
I1637B774,14019,14028
I1637B774,14056,14061
I1637B774,14075,14081
I1637B774,14100,14108
I1637B774,14117,14122
I1637B774,14172,14175
I1637B774,14201,14203
I1637B774,14211,14219
I1637B774,14229,14235
I1637B774,14255,14257
I1637B774,14280,14282
I1637B774,14383,14393
I1637B774,14409,14415
I1637B774,14427,14439
I1637B774,14488,14494
I1637B774,14540,14548
I1637B774,14578,14594
I1637B774,14789,14796
I1637B774,14804,14823
I1637B774,14883,14888
I1637B774,14900,14902
I1637B774,14918,14923
I1637B774,14929,14944
I1637B774,14950,14956
I1637B774,14965,15004
I1637B774,15012,15014
I1637B774,15034,15047
I1637B774,15065,15069
I1637B774,15072,15077
I1637B774,15095,15103
I1637B774,15122,15132
I1637B774,15140,15151
I1637B774,15166,15170
I1637B774,15184,15203
I1637B774,15234,15243
I1637B774,15257,15262
I1637B774,15281,15289
I1637B774,15297,15301
I1637B774,15315,15319
I1637B774,15326,15340
I1637B774,15354,15357
I1637B774,15360,15364
I1637B774,15408,15412
I1637B774,15588,15614
I1637B774,15618,15624
I1637B774,15637,15641
I1637B774,15643,15647
I1637B774,15656,15661
I1637B774,15684,15688
I1637B774,15701,15725
I1637B774,15778,15805
I1637B774,15820,15828
I1637B774,15833,15843
I1637B774,15847,15853
I1637B774,15855,15860
I1637B774,15873,15897
I1637B774,15905,15913
I1637B774,15931,15940
I1637B774,15964,15969
I1637B774,16003,16011
I1637B774,16033,16038
I1637B774,16063,16080
I1637B774,16088,16099
I1637B774,16135,16139
I1637B774,16141,16145
I1637B774,16184,16190
I1637B774,16199,16203
I1637B774,16223,16229
I1637B774,16241,16245
I1637B774,16259,16276
I1637B774,16289,16293
I1637B774,16322,16327
I1637B774,16357,16360
I1637B774,16363,16367
I1637B774,16406,16412
I1637B774,16432,16436
I1637B774,16463,16470
I1637B774,16726,16731
I1637B774,16734,16739
I1637B774,16763,16770
I1637B774,16808,16815
I1637B774,16901,16925
I1637B774,17000,17029
I1637B774,17103,17121
I1637B774,17138,17144
I1637B774,17184,17199
I1637B774,17226,17240
I1637B774,17258,17262
I1637B774,17272,17276
I1637B774,17280,17284
I1637B774,17293,17310
I1637B774,17337,17343
I1637B774,17373,17378
I1637B774,17389,17396
I1637B774,17426,17434
I1637B774,17734,17744
I1637B774,17748,17751
I1637B774,17774,17787
I1637B774,17792,17803
I1637B774,17816,17863
I1637B774,17871,17874
I1637B774,17900,17905
I1637B774,17985,18000
I1637B774,18070,18077
I1637B774,18157,18166
I1637B774,18180,18185
I1637B774,18211,18242
I1637B774,18258,18271
I1637B774,18310,18319
I1637B774,18359,18366
I1637B774,18578,18583
I1637B774,18586,18593
I1637B774,18636,18645
I1637B774,18649,18655
I1637B774,18857,18868
I1637B774,18984,18988
I1637B774,19000,19007
I1637B774,19015,19026
I1637B774,19062,19068
I1637B774,19125,19135
I1637B774,19138,19146
I1637B774,19155,19171
I1637B774,19264,19286
I1637B774,19316,19327
I1637B774,19330,19336
I1637B774,19349,19363
I1637B774,19391,19406
I1637B774,19440,19450
I1637B774,19460,19470
I1637B774,19487,19493
I1637B774,19503,19508
I1637B774,19528,19534
I1637B774,19547,19553
I1637B774,19558,19565
I1637B774,19583,19603
I1637B774,19611,19620
I1637B774,19639,19643
I1637B774,19666,19672
I1637B774,19682,19695
I1637B774,19717,19731
I1637B774,19757,19796
I1637B774,19800,19804
I1637B774,19813,19840
I1637B774,19854,19868
I1637B774,19889,19896
I1637B774,19905,19910
I1637B774,19957,19973
I1637B774,19976,19984
I1637B774,19997,20012
I1637B774,20025,20036
I1637B774,20101,20104
I1637B774,20171,20199
I1637B774,20205,20217
I1637B774,20230,20242
I1637B774,20264,20304
I1637B774,20323,20342
I1637B774,20353,20359
I1637B774,20436,20474
I1637B774,20494,20514
I1637B774,20543,20557
I1637B774,20585,20598
I1637B774,20606,20643
I1637B774,20646,20649
I1637B774,20675,20681
I1637B774,20689,20695
I1637B774,20711,20716
I1637B774,20720,20736
I1637B774,20739,20747
I1637B774,20758,20772
I1637B774,20804,20810
I1637B774,20813,20817
I1637B774,20894,20904
I1637B774,20928,20954
I1637B774,20963,20969
I1637B774,20975,20979
I1637B774,20988,20992
I1637B774,21009,21019
I1637B774,21033,21036
I1637B774,21042,21051
I1637B774,21054,21064
I1637B774,21101,21111
I1637B774,21183,21193
I1637B774,21213,21220
I1637B774,21224,21237
I1637B774,21316,21345
I1637B774,21375,21389
I1637B774,21415,21439
I1637B774,21444,21453
I1637B774,21471,21489
I1637B774,21514,21519
I1637B774,21533,21539
I1637B774,21594,21606
I1637B774,21610,21626
I1637B774,21629,21637
I1637B774,21664,21677
I1637B774,21679,21683
I1637B774,21687,21694
I1637B774,21731,21735
I1637B774,21829,21833
I1637B774,21835,21839
I1637B774,21878,21888
I1637B774,21906,21916
I1637B774,21937,21943
I1637B774,21945,21948
I1637B774,21977,21982
I1637B774,21992,21995
I1637B774,22013,22024
I1637B774,22044,22050
I1637B774,22052,22055
I1637B774,22092,22098
I1637B774,22103,22111
I1637B774,22125,22128
I1637B774,22134,22152
I1637B774,22164,22173
I1637B774,22183,22189
I1637B774,22286,22295
I1637B774,22309,22314
I1637B774,22370,22411
I1637B774,22440,22442
I1637B774,22464,22470
I1637B774,22503,22507
I1637B774,22516,22531
I1637B774,22633,22649
I1637B774,22667,22678
I1637B774,23217,23226
I1637B774,23230,23249
I1637B774,23302,23310
I1637B774,23366,23375
I1637B774,23389,23394
I1637B774,23405,23409
I1637B774,23480,23488
I1637B774,23494,23515
I1637B774,23557,23570
I1637B774,23584,23595
I1637B774,23631,23634
I1637B774,23643,23648
I1637B774,23702,23709
I1637B774,23713,23719
I1637B774,23763,23765
I1637B774,23768,23772
I1637B774,23954,23968
I1637B774,23976,23986
I1637B774,24152,24162
I1637B774,24192,24198
I1637B774,24217,24234
I1637B774,24241,24255
I1637B774,24273,24277
I1637B774,24312,24320
I1637B774,24328,24332
I1637B774,24344,24347
I1637B774,24367,24390
I1637B774,24411,24426
I1637B774,24483,24486
I1637B774,24493,24497
I1637B774,24537,24542
I1637B774,24564,24568
I1637B774,24872,24878
I1637B774,25053,25071
I1637B774,25097,25111
I1637B774,25141,25164
I1637B774,25184,25187
I1637B774,25210,25218
I1637B774,25228,25238
I1637B774,25250,25261
I1637B774,25331,25339
I1637B774,25343,25378
I1637B774,25406,25411
I1637B774,25422,25432
I1637B774,25545,25551
I1637B774,25563,25579
I1637B774,25593,25616
I1637B774,25631,25641
I1637B774,25644,25650
I1637B774,25657,25664
I1637B774,25668,25672
I1637B774,25741,25770
I1637B774,25844,25860
I1637B774,25868,25909
I1637B774,25915,25925
I1637B774,25927,25982
I1637B774,26016,26045
I1637B774,26049,26062
I1637B774,26159,26316
I1637B774,26331,26335
I19A08A51,836,896
I19A08A51,1067,1089
I19A08A51,1137,1183
I19A08A51,2654,2902
I19A08A51,3523,3749
I19A08A51,4754,5002
I19A08A51,5850,6094
I19A08A51,6579,6815
I19A08A51,7340,7590
I19A08A51,8095,8358
I19A08A51,8872,9113
I19A08A51,9636,9903
I19A08A51,10464,10725
I19A08A51,13198,13460
I19A08A51,14064,14235
I19A08A51,14325,14347
I19A08A51,14548,14574
I19A08A51,14624,14668
I2133CA39,9536,9662
I2133CA39,9673,9785
I2133CA39,14982,17266
I2133CA39,19927,20075
I2133CA39,20470,20654
I2133CA39,20666,20722
I2133CA39,20898,21129
I2133CA39,22227,22568
I2133CA39,24480,24594
I2133CA39,25039,25162
I2133CA39,25262,25317
I2133CA39,25708,25768
I2133CA39,25917,26032
I2133CA39,26559,26715
I2133CA39,27223,27372
I2133CA39,28193,28337
I2133CA39,28780,28839
I2133CA39,29060,29168
I2133CA39,29310,29457
I2133CA39,29797,29911
I2133CA39,30130,30252
I2133CA39,30793,30884
I2133CA39,31753,31849
I2133CA39,31974,32092
I2133CA39,33127,33253
I2133CA39,34523,34889
I2133CA39,36066,36121
I2133CA39,36379,36464
I2133CA39,36837,37343
I2133CA39,37917,38042
I2133CA39,38245,38305
I2133CA39,38683,38773
I2133CA39,39349,39405
I2133CA39,48145,48273
I2133CA39,48284,48383
I2133CA39,52046,52194
I2133CA39,52473,52553
I2133CA39,54480,54596
I2133CA39,54877,55112
I2133CA39,55317,55370
I2133CA39,56548,56602
I2133CA39,62824,63065
I2133CA39,64599,64656
I2133CA39,65224,65333
I2133CA39,65519,65629
I2133CA39,66042,66384
I2133CA39,67009,67119
I2133CA39,67793,68052
I2133CA39,68378,68489
I2133CA39,68867,69095
I2133CA39,69432,69873
I2133CA39,70128,70237
I2133CA39,73886,73946
I2133CA39,74192,74310
I2133CA39,76435,76550
I2133CA39,80219,80345
I2133CA39,81325,81444
I2133CA39,81470,81524
I2133CA39,81606,81668
I2133CA39,81861,81953
I2133CA39,82160,82236
I2133CA39,82320,82508
I2133CA39,82661,82777
I2133CA39,83953,84010
I2133CA39,84363,84479
I2133CA39,85294,85519
I2133CA39,85620,85738
I2133CA39,93451,93604
I2133CA39,94635,94882
I2133CA39,95950,96065
I2133CA39,97105,97223
I2133CA39,102730,102849
I2133CA39,105364,105484
I2133CA39,105945,106059
I2133CA39,106431,106544
I2133CA39,106676,106807
I2133CA39,107767,107881
I2133CA39,108300,108429
I2133CA39,109173,109283
I2133CA39,110830,111053
I2133CA39,117283,117769
I2133CA39,123965,124091
I2133CA39,124363,124483
I2133CA39,126760,126888
I2133CA39,127581,127793
I2133CA39,131837,131947
I2133CA39,134200,134562
I2133CA39,143804,143924
I2133CA39,144268,144437
I2133CA39,145001,145125
I2133CA39,145534,145679
I2133CA39,145970,146267
I2133CA39,146593,146829
I2133CA39,149625,149742
I2133CA39,150073,150399
I2133CA39,150987,151100
I2133CA39,151640,151750
I2133CA39,162213,162334
I2133CA39,162967,163109
I2133CA39,164425,164542
I2133CA39,165232,165559
I2133CA39,167879,168066
I2133CA39,168233,168357
I2133CA39,170041,170136
I2133CA39,171509,171606
I2133CA39,174118,174226
I2133CA39,175408,175502
I2133CA39,180328,180446
I2133CA39,182223,182404
I2133CA39,183112,183238
I2133CA39,185382,185472
I2133CA39,185786,185899
I2133CA39,185951,186070
I2133CA39,190196,190425
I2133CA39,190845,191013
I2133CA39,191343,191455
I2133CA39,191617,191727
I2133CA39,192095,192291
I2133CA39,193746,193858
I2133CA39,194220,194457
I2133CA39,197622,197775
I2133CA39,205690,205973
I2133CA39,219819,219951
I2133CA39,220758,220873
I2133CA39,221028,221156
I2133CA39,224748,224857
I2133CA39,228343,228454
I2133CA39,230649,230764
I2133CA39,231398,231518
I2133CA39,233451,233620
I2133CA39,234540,234674
I2133CA39,234747,234870
I2133CA39,235170,235548
I2133CA39,235810,235925
I2133CA39,241311,241393
I2133CA39,242456,242631
I2133CA39,243005,243192
I2133CA39,245389,245514
I2133CA39,248303,248416
I2133CA39,248480,248852
I2133CA39,250492,250695
I2133CA39,251520,251636
I2133CA39,252450,252663
I2133CA39,253234,253371
